1.0,16688443.213721886
1.0999999999999999,18137046.42837363
1.2,19437714.50817138
1.2999999999999998,20615048.062515087
1.4,21650388.49630645
1.5,22577424.013544295
1.5999999999999999,23380816.52384721
1.7,24099047.62441583
1.7999999999999998,24719952.776530646
1.9,25241254.820510052
2.0,25689931.08826149
2.1,26046030.02881233
2.1999999999999997,26333223.548501886
2.3,26549784.37511121
2.4,26718639.92386303
2.5,26821889.69441996
2.6,26854513.440636456
2.6999999999999997,26858803.64196309
2.8,26800752.945232023
2.9,26710830.31116246
3.0,26585365.48683722
3.1,26425598.9477456
3.1999999999999997,26239492.163569223
3.3,26025568.225533374
3.4,25808584.077352215
3.5,25560275.7864339
3.6,25140890.187929943
3.6999999999999997,24607335.691120643
3.8,24562225.532578964
3.9,24994962.23437307
3.9999999999999996,24503698.97947993
4.1000000000000005,23827514.91988732
4.2,24582685.530005332
4.300000000000001,24579127.88029459
4.4,24697834.320452865
4.5,25121723.181080732
4.6000000000000005,25239295.491783746
4.7,24669231.61224873
4.800000000000001,24605119.28693777
4.9,24520222.22539165
5.0,24045621.025830455
5.1000000000000005,24041837.332787503
5.2,24289966.565449428
5.300000000000001,24630659.64553559
5.4,25169403.47190059
5.5,25456074.051503997
5.6000000000000005,25416779.75777011
5.7,25374392.415190898
5.800000000000001,25318326.16925818
5.9,25281125.168849953
6.0,25234745.90881636
6.1000000000000005,25188074.408626124
6.2,25142571.947859008
6.300000000000001,25095789.600589827
6.4,25064295.863451984
6.5,25029698.486937072
6.6000000000000005,25023304.162769146
6.7,25019491.941774562
6.800000000000001,25015173.071744807
6.9,25045049.95352968
7.0,25072508.477899037
7.1000000000000005,25127249.038480934
7.2,25200723.503102325
7.300000000000001,25291157.2222145
7.4,25396862.74443602
7.5,25547961.85585775
7.6000000000000005,25696482.042014282
7.7,25878856.791480858
7.800000000000001,26093496.44718919
7.9,26325728.252840165
8.0,26611044.76780099
